time_iso8601,forks_cumulative
2026-05-04 00:00:00+00:00,1007
2026-05-08 00:00:00+00:00,1008
2026-05-09 00:00:00+00:00,1009
2026-05-14 00:00:00+00:00,1011
2026-05-17 00:00:00+00:00,1012
2026-05-22 00:00:00+00:00,1013
2026-06-01 00:00:00+00:00,1014
2026-06-06 00:00:00+00:00,1015
2026-06-07 00:00:00+00:00,1016
2026-06-11 00:00:00+00:00,1017
2026-06-16 00:00:00+00:00,1018
2026-06-22 00:00:00+00:00,1019
2026-06-25 00:00:00+00:00,1020
2026-06-26 00:00:00+00:00,1021
2026-07-01 00:00:00+00:00,1022
2026-07-03 00:00:00+00:00,1023
2026-07-07 00:00:00+00:00,1024
