time_iso8601,stars_cumulative
2024-07-24 00:00:00+00:00,2188
2024-07-25 00:00:00+00:00,2189
2024-07-26 00:00:00+00:00,2193
2024-07-27 00:00:00+00:00,2195
2024-07-28 00:00:00+00:00,2196
2024-07-29 00:00:00+00:00,2197
2024-07-30 00:00:00+00:00,2199
2024-07-31 00:00:00+00:00,2202
2024-08-01 00:00:00+00:00,2204
2024-08-02 00:00:00+00:00,2205
2024-08-04 00:00:00+00:00,2206
2024-08-05 00:00:00+00:00,2210
2024-08-06 00:00:00+00:00,2211
2024-08-07 00:00:00+00:00,2213
2024-08-08 00:00:00+00:00,2215
2024-08-09 00:00:00+00:00,2218
2024-08-10 00:00:00+00:00,2219
2024-08-12 00:00:00+00:00,2221
2024-08-13 00:00:00+00:00,2223
2024-08-14 00:00:00+00:00,2224
2024-08-15 00:00:00+00:00,2225
2024-08-16 00:00:00+00:00,2231
2024-08-18 00:00:00+00:00,2235
2024-08-19 00:00:00+00:00,2237
2024-08-20 00:00:00+00:00,2239
2024-08-21 00:00:00+00:00,2241
2024-08-22 00:00:00+00:00,2243
2024-08-23 00:00:00+00:00,2244
2024-08-24 00:00:00+00:00,2248
2024-08-25 00:00:00+00:00,2252
2024-08-26 00:00:00+00:00,2257
2024-08-27 00:00:00+00:00,2259
2024-08-28 00:00:00+00:00,2264
2024-08-29 00:00:00+00:00,2267
2024-08-30 00:00:00+00:00,2269
2024-08-31 00:00:00+00:00,2271
2024-09-01 00:00:00+00:00,2272
2024-09-03 00:00:00+00:00,2276
2024-09-05 00:00:00+00:00,2278
2024-09-06 00:00:00+00:00,2279
2024-09-07 00:00:00+00:00,2281
2024-09-08 00:00:00+00:00,2282
2024-09-09 00:00:00+00:00,2283
2024-09-10 00:00:00+00:00,2284
2024-09-12 00:00:00+00:00,2285
2024-09-13 00:00:00+00:00,2290
2024-09-14 00:00:00+00:00,2293
2024-09-18 00:00:00+00:00,2294
2024-09-19 00:00:00+00:00,2296
2024-09-20 00:00:00+00:00,2298
2024-09-21 00:00:00+00:00,2301
2024-09-22 00:00:00+00:00,2305
2024-09-23 00:00:00+00:00,2309
2024-09-24 00:00:00+00:00,2314
2024-09-25 00:00:00+00:00,2316
2024-09-26 00:00:00+00:00,2320
2024-09-28 00:00:00+00:00,2329
2024-09-29 00:00:00+00:00,2333
2024-09-30 00:00:00+00:00,2337
2024-10-02 00:00:00+00:00,2339
2024-10-04 00:00:00+00:00,2341
2024-10-05 00:00:00+00:00,2342
2024-10-07 00:00:00+00:00,2344
2024-10-08 00:00:00+00:00,2346
2024-10-10 00:00:00+00:00,2347
2024-10-11 00:00:00+00:00,2348
2024-10-12 00:00:00+00:00,2349
2024-10-13 00:00:00+00:00,2351
2024-10-14 00:00:00+00:00,2354
2024-10-15 00:00:00+00:00,2356
2024-10-16 00:00:00+00:00,2359
2024-10-17 00:00:00+00:00,2360
2024-10-18 00:00:00+00:00,2364
2024-10-19 00:00:00+00:00,2369
2024-10-20 00:00:00+00:00,2372
