url_path,views_total,views_unique
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks/wav2lip,7369,4451
/openvinotoolkit/openvino_notebooks/blob/latest/notebooks/yolov11-optimization/yolov11-keypoint-detection.ipynb,5518,758
/openvinotoolkit/openvino_notebooks,2338,1101
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks,1003,485
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks/yolov11-optimization,838,363
/openvinotoolkit/openvino_notebooks/pulls,831,35
/openvinotoolkit/openvino_notebooks/wiki/Windows,661,310
/openvinotoolkit/openvino_notebooks/issues,512,72
/openvinotoolkit/openvino_notebooks/blob/latest/README.md,435,298
/openvinotoolkit/openvino_notebooks/tree/latest,363,232
