time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-28 00:00:00+00:00,391,35,1361,438
2025-11-29 00:00:00+00:00,34,16,1003,181
2025-11-30 00:00:00+00:00,33,19,395,164
2025-12-01 00:00:00+00:00,249,49,1203,322
2025-12-02 00:00:00+00:00,259,32,1204,367
2025-12-03 00:00:00+00:00,503,109,1820,422
2025-12-04 00:00:00+00:00,220,58,1155,381
2025-12-05 00:00:00+00:00,334,37,1241,349
2025-12-06 00:00:00+00:00,73,20,503,226
2025-12-07 00:00:00+00:00,35,19,1103,203
2025-12-08 00:00:00+00:00,209,35,1018,336
2025-12-09 00:00:00+00:00,137,36,1038,347
2025-12-10 00:00:00+00:00,174,28,861,322
2025-12-11 00:00:00+00:00,185,31,828,320
