url_path,views_total,views_unique
/openvinotoolkit/openvino_notebooks/tree/main/notebooks/274-efficient-sam,9171,4683
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks/efficient-sam,4309,2112
/openvinotoolkit/openvino_notebooks,2665,1306
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks,2436,536
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks/latent-consistency-models-image-generation,2221,1141
/openvinotoolkit/openvino_notebooks/tree/main/notebooks/263-latent-consistency-models-image-generation,1899,927
/openvinotoolkit/openvino_notebooks/blob/latest/notebooks/llm-chatbot/llm-chatbot.ipynb,1015,326
/openvinotoolkit/openvino_notebooks/blob/latest/README.md,890,264
/openvinotoolkit/openvino_notebooks/pulls,708,31
/openvinotoolkit/openvino_notebooks/wiki/Windows,689,380
