time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-03-02 00:00:00+00:00,54,33,933,366
2026-03-03 00:00:00+00:00,57,28,1017,350
2026-03-04 00:00:00+00:00,148,59,1096,353
2026-03-05 00:00:00+00:00,153,68,958,338
2026-03-06 00:00:00+00:00,316,92,963,335
2026-03-07 00:00:00+00:00,86,62,436,158
2026-03-08 00:00:00+00:00,46,25,795,178
2026-03-09 00:00:00+00:00,138,34,892,315
2026-03-10 00:00:00+00:00,394,51,1275,357
2026-03-11 00:00:00+00:00,202,53,968,342
2026-03-12 00:00:00+00:00,173,41,1014,308
2026-03-13 00:00:00+00:00,515,49,1117,284
2026-03-14 00:00:00+00:00,44,22,706,182
2026-03-15 00:00:00+00:00,34,17,475,167
