url_path,views_total,views_unique
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks/wav2lip,4568,3996
/openvinotoolkit/openvino_notebooks/blob/latest/notebooks/yolov11-optimization/yolov11-keypoint-detection.ipynb,1537,1427
/openvinotoolkit/openvino_notebooks,1405,835
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks,831,387
/openvinotoolkit/openvino_notebooks/wiki/Windows,565,267
/openvinotoolkit/openvino_notebooks/blob/latest/README.md,326,210
/openvinotoolkit/openvino_notebooks/pulls,248,14
/openvinotoolkit/openvino_notebooks/tree/latest,223,154
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks/vision-monodepth,207,132
/openvinotoolkit/openvino_notebooks/wiki/Ubuntu,176,107
