time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-07-22 00:00:00+00:00,232,31,551,248
2026-07-23 00:00:00+00:00,95,21,533,246
2026-07-24 00:00:00+00:00,109,39,1034,229
2026-07-25 00:00:00+00:00,60,29,470,173
2026-07-26 00:00:00+00:00,40,21,2260,141
2026-07-27 00:00:00+00:00,144,38,524,220
2026-07-28 00:00:00+00:00,137,31,423,200
2026-07-29 00:00:00+00:00,253,46,866,291
2026-07-30 00:00:00+00:00,205,38,865,285
2026-07-31 00:00:00+00:00,108,20,758,189
2026-08-01 00:00:00+00:00,69,21,357,114
2026-08-02 00:00:00+00:00,48,17,2313,115
2026-08-03 00:00:00+00:00,72,24,615,226
2026-08-04 00:00:00+00:00,259,60,800,292
