time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-09-10 00:00:00+00:00,56,28,1109,326
2025-09-11 00:00:00+00:00,57,21,861,318
2025-09-12 00:00:00+00:00,67,38,777,267
2025-09-13 00:00:00+00:00,28,13,787,145
2025-09-14 00:00:00+00:00,31,15,306,135
2025-09-15 00:00:00+00:00,44,27,866,291
2025-09-16 00:00:00+00:00,52,22,910,306
2025-09-17 00:00:00+00:00,97,34,1125,322
2025-09-18 00:00:00+00:00,156,49,943,311
2025-09-19 00:00:00+00:00,107,45,1022,255
2025-09-20 00:00:00+00:00,59,30,940,146
2025-09-21 00:00:00+00:00,37,19,358,145
2025-09-22 00:00:00+00:00,124,50,1208,327
2025-09-23 00:00:00+00:00,64,36,921,274
