time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-05-08 00:00:00+00:00,108,54,2352,1243
2025-05-09 00:00:00+00:00,122,43,2388,1228
2025-05-10 00:00:00+00:00,31,17,2405,1206
2025-05-11 00:00:00+00:00,39,23,1568,962
2025-05-12 00:00:00+00:00,200,60,2332,1157
2025-05-13 00:00:00+00:00,345,78,2855,1295
2025-05-14 00:00:00+00:00,147,67,2738,1360
2025-05-15 00:00:00+00:00,83,33,2439,1039
2025-05-16 00:00:00+00:00,342,58,1877,486
2025-05-17 00:00:00+00:00,38,21,1183,214
2025-05-18 00:00:00+00:00,43,23,775,309
2025-05-19 00:00:00+00:00,363,63,1770,504
2025-05-20 00:00:00+00:00,290,66,2007,537
2025-05-21 00:00:00+00:00,280,45,2054,543
