url_path,views_total,views_unique
/openvinotoolkit/openvino_notebooks,3136,1478
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks,2761,613
/openvinotoolkit/openvino_notebooks/blob/latest/notebooks/llm-chatbot/llm-chatbot.ipynb,1047,308
/openvinotoolkit/openvino_notebooks/wiki/Windows,877,450
/openvinotoolkit/openvino_notebooks/tree/main/notebooks,747,176
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks/llm-chatbot,667,216
/openvinotoolkit/openvino_notebooks/blob/latest/notebooks/llm-rag-langchain/llm-rag-langchain.ipynb,561,148
/openvinotoolkit/openvino_notebooks/tree/recipes/recipes,557,172
/openvinotoolkit/openvino_notebooks/tree/main/notebooks/254-llm-chatbot,479,130
/openvinotoolkit/openvino_notebooks/blob/latest/notebooks/yolov8-optimization/yolov8-object-detection.ipynb,453,108
