url_path,views_total,views_unique
/openvinotoolkit/openvino_notebooks,2069,1025
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks/efficient-sam,1856,1734
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks/latent-consistency-models-image-generation,1739,1553
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks,982,483
/openvinotoolkit/openvino_notebooks/wiki/Windows,592,296
/openvinotoolkit/openvino_notebooks/tree/main/notebooks/263-latent-consistency-models-image-generation,488,266
/openvinotoolkit/openvino_notebooks/pulls,379,22
/openvinotoolkit/openvino_notebooks/blob/latest/README.md,374,250
/openvinotoolkit/openvino_notebooks/blob/latest/notebooks/stable-video-diffusion/stable-video-diffusion.ipynb,316,282
/openvinotoolkit/openvino_notebooks/tree/latest,278,186
