referrer,views_total,views_unique
Google,5655,922
docs.openvino.ai,2786,404
github.com,2766,374
notebooks.githubusercontent.com,1155,184
medium.com,644,145
Bing,592,95
sites.google.com,514,11
intel.com,452,80
linkedin.com,411,115
com.linkedin.android,348,62
