url_path,views_total,views_unique
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks/efficient-sam,3082,2887
/openvinotoolkit/openvino_notebooks,2623,1181
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks/latent-consistency-models-image-generation,2356,2245
/openvinotoolkit/openvino_notebooks/wiki/Windows,1101,447
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks,954,494
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks/deepseek-r1,717,433
/openvinotoolkit/openvino_notebooks/blob/latest/README.md,422,272
/openvinotoolkit/openvino_notebooks/tree/main/notebooks/263-latent-consistency-models-image-generation,398,189
/openvinotoolkit/openvino_notebooks/pulls,379,23
/openvinotoolkit/openvino_notebooks/blob/latest/notebooks/stable-video-diffusion/stable-video-diffusion.ipynb,357,290
