referrer,views_total,views_unique
Google,1477,608
docs.openvino.ai,1260,439
github.com,721,264
notebooks.githubusercontent.com,407,159
go.connect.intel.com,405,238
intel.com,239,112
Bing,149,69
medium.com,112,48
docs.ultralytics.com,59,19
isus.jp,41,14
