url_path,views_total,views_unique
/openvinotoolkit/openvino_notebooks,2826,1259
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks/efficient-sam,2796,2685
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks/latent-consistency-models-image-generation,2101,1963
/openvinotoolkit/openvino_notebooks/wiki/Windows,1110,436
/openvinotoolkit/openvino_notebooks/tree/main/notebooks/263-latent-consistency-models-image-generation,1064,361
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks,1017,497
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks/deepseek-r1,743,458
/openvinotoolkit/openvino_notebooks/blob/latest/README.md,456,276
/openvinotoolkit/openvino_notebooks/pulls,441,27
/openvinotoolkit/openvino_notebooks/blob/latest/notebooks/stable-video-diffusion/stable-video-diffusion.ipynb,358,294
