time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-08-19 00:00:00+00:00,336,44,843,278
2025-08-20 00:00:00+00:00,454,58,969,286
2025-08-21 00:00:00+00:00,68,32,1008,304
2025-08-22 00:00:00+00:00,40,26,941,297
2025-08-23 00:00:00+00:00,37,19,974,135
2025-08-24 00:00:00+00:00,33,17,419,149
2025-08-25 00:00:00+00:00,299,51,1415,359
2025-08-26 00:00:00+00:00,271,42,1365,353
2025-08-27 00:00:00+00:00,163,40,919,262
2025-08-28 00:00:00+00:00,236,50,1085,316
2025-08-29 00:00:00+00:00,402,44,1070,297
2025-08-30 00:00:00+00:00,42,22,993,150
2025-08-31 00:00:00+00:00,32,17,418,154
2025-09-01 00:00:00+00:00,209,44,839,245
