referrer,views_total,views_unique
docs.openvino.ai,99,45
github.com,98,39
Google,79,39
notebooks.githubusercontent.com,22,13
docs.llamaindex.ai,17,2
medium.com,12,4
intel.com,10,7
DuckDuckGo,9,3
Bing,7,5
docs.ultralytics.com,7,4
