url_path,views_total,views_unique
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks/wav2lip,16441,12531
/openvinotoolkit/openvino_notebooks/blob/latest/notebooks/yolov11-optimization/yolov11-keypoint-detection.ipynb,3756,1252
/openvinotoolkit/openvino_notebooks,2263,1113
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks,1015,570
/openvinotoolkit/openvino_notebooks/wiki/Windows,572,286
/openvinotoolkit/openvino_notebooks/pulls,557,39
/openvinotoolkit/openvino_notebooks/blob/latest/README.md,398,278
/openvinotoolkit/openvino_notebooks/tree/recipes/recipes,355,83
/openvinotoolkit/openvino_notebooks/issues,353,77
/openvinotoolkit/openvino_notebooks/tree/latest,348,230
