time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-02-17 00:00:00+00:00,41,29,648,255
2026-02-18 00:00:00+00:00,63,27,720,277
2026-02-19 00:00:00+00:00,64,34,577,258
2026-02-20 00:00:00+00:00,159,31,713,249
2026-02-21 00:00:00+00:00,358,21,571,205
2026-02-22 00:00:00+00:00,41,21,866,177
2026-02-23 00:00:00+00:00,61,33,871,346
2026-02-24 00:00:00+00:00,81,36,1138,433
2026-02-25 00:00:00+00:00,84,41,1058,398
2026-02-26 00:00:00+00:00,81,39,946,377
2026-02-27 00:00:00+00:00,181,43,1033,333
2026-02-28 00:00:00+00:00,32,18,1060,214
2026-03-01 00:00:00+00:00,39,24,466,206
2026-03-02 00:00:00+00:00,54,33,933,366
