referrer,views_total,views_unique
Google,5785,959
github.com,2772,389
docs.openvino.ai,2599,377
notebooks.githubusercontent.com,1123,166
Bing,647,92
medium.com,521,135
linkedin.com,409,113
intel.com,408,85
sites.google.com,342,8
com.linkedin.android,339,59
