url_path,views_total,views_unique
/openvinotoolkit/openvino_notebooks/tree/main/notebooks/274-efficient-sam,10001,4935
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks/efficient-sam,2648,1291
/openvinotoolkit/openvino_notebooks/tree/main/notebooks/263-latent-consistency-models-image-generation,2500,1208
/openvinotoolkit/openvino_notebooks,2472,1194
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks,2221,487
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks/latent-consistency-models-image-generation,1188,610
/openvinotoolkit/openvino_notebooks/blob/latest/notebooks/llm-chatbot/llm-chatbot.ipynb,979,320
/openvinotoolkit/openvino_notebooks/blob/latest/README.md,773,232
/openvinotoolkit/openvino_notebooks/pulls,670,28
/openvinotoolkit/openvino_notebooks/wiki/Windows,626,350
