url_path,views_total,views_unique
/openvinotoolkit/openvino_notebooks/tree/main/notebooks/274-efficient-sam,16312,8228
/openvinotoolkit/openvino_notebooks/tree/main/notebooks/263-latent-consistency-models-image-generation,7644,3947
/openvinotoolkit/openvino_notebooks,2516,1267
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks,2405,541
/openvinotoolkit/openvino_notebooks/blob/latest/notebooks/llm-chatbot/llm-chatbot.ipynb,973,296
/openvinotoolkit/openvino_notebooks/wiki/Windows,728,394
/openvinotoolkit/openvino_notebooks/blob/latest/README.md,721,230
/openvinotoolkit/openvino_notebooks/blob/latest/notebooks/stable-video-diffusion/stable-video-diffusion.ipynb,685,257
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks/llm-chatbot,466,143
/openvinotoolkit/openvino_notebooks/pulls,419,31
