url_path,views_total,views_unique
/openvinotoolkit/openvino_notebooks/tree/main/notebooks/235-controlnet-stable-diffusion,3276,1716
/openvinotoolkit/openvino_notebooks/tree/main/notebooks,2060,437
/openvinotoolkit/openvino_notebooks,1989,902
/openvinotoolkit/openvino_notebooks/tree/main/notebooks/233-blip-visual-language-processing,1430,711
/openvinotoolkit/openvino_notebooks/tree/main/notebooks/231-instruct-pix2pix-image-editing,1040,544
/openvinotoolkit/openvino_notebooks/tree/main/notebooks/236-stable-diffusion-v2,991,482
/openvinotoolkit/openvino_notebooks/tree/main/notebooks/254-llm-chatbot,904,180
/openvinotoolkit/openvino_notebooks/tree/main/notebooks/230-yolov8-optimization,832,279
/openvinotoolkit/openvino_notebooks/tree/main/notebooks/227-whisper-subtitles-generation,790,357
/openvinotoolkit/openvino_notebooks/blob/main/README.md,688,216
