referrer,views_total,views_unique
Google,1789,694
docs.openvino.ai,1346,383
github.com,1020,292
notebooks.githubusercontent.com,529,180
intel.com,284,105
Bing,273,74
statics.teams.cdn.office.net,166,62
medium.com,157,58
docs.ultralytics.com,131,31
colab.research.google.com,91,35
