referrer,views_total,views_unique
Google,1534,675
docs.openvino.ai,1388,531
github.com,925,259
go.connect.intel.com,486,243
notebooks.githubusercontent.com,447,166
intel.com,332,142
Bing,249,84
medium.com,98,40
docs.ultralytics.com,92,26
jira.devtools.intel.com,67,24
