referrer,views_total,views_unique
docs.openvino.ai,1291,464
Google,1245,526
github.com,826,273
notebooks.githubusercontent.com,371,157
go.connect.intel.com,306,172
Bing,258,79
intel.com,175,88
medium.com,101,43
docs.ultralytics.com,72,32
youtube.com,64,34
