referrer,views_total,views_unique
Google,4192,767
docs.openvino.ai,3093,577
github.com,2960,446
intel.com,2318,380
notebooks.githubusercontent.com,1712,279
medium.com,1146,206
Bing,804,133
youtube.com,521,55
docs.ultralytics.com,363,57
colab.research.google.com,267,57
