time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-02-16 00:00:00+00:00,311,49,3798,784
2024-02-17 00:00:00+00:00,94,19,2188,765
2024-02-18 00:00:00+00:00,76,30,3076,930
2024-02-19 00:00:00+00:00,245,58,4575,1027
2024-02-20 00:00:00+00:00,291,67,6068,1181
2024-02-21 00:00:00+00:00,377,54,4861,1123
2024-02-22 00:00:00+00:00,231,58,4354,1079
2024-02-23 00:00:00+00:00,433,41,4727,1286
2024-02-24 00:00:00+00:00,90,23,2886,1029
2024-02-25 00:00:00+00:00,140,28,3336,1118
2024-02-26 00:00:00+00:00,510,72,5635,1250
2024-02-27 00:00:00+00:00,367,47,5584,1250
2024-02-28 00:00:00+00:00,495,50,5132,1278
2024-02-29 00:00:00+00:00,191,37,6052,1331
