url_path,views_total,views_unique
/openvinotoolkit/openvino_notebooks,893,567
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks,395,194
/openvinotoolkit/openvino_notebooks/wiki/Windows,241,147
/openvinotoolkit/openvino_notebooks/blob/latest/README.md,202,139
/openvinotoolkit/openvino_notebooks/pulls,189,28
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks/vision-monodepth,136,100
/openvinotoolkit/openvino_notebooks/blob/latest/notebooks/llm-chatbot/llm-chatbot-generate-api.ipynb,126,83
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks/llm-chatbot,119,101
/openvinotoolkit/openvino_notebooks/tree/latest,116,75
/openvinotoolkit/openvino_notebooks/blob/latest/README_cn.md,97,63
