referrer,views_total,views_unique
Google,1768,655
docs.openvino.ai,1264,417
github.com,733,240
notebooks.githubusercontent.com,459,166
intel.com,264,108
Bing,245,79
medium.com,210,85
docs.ultralytics.com,104,35
colab.research.google.com,91,45
chatgpt.com,78,31
