url_path,views_total,views_unique
/openvinotoolkit/openvino_notebooks,2871,1401
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks,2669,577
/openvinotoolkit/openvino_notebooks/blob/latest/notebooks/llm-chatbot/llm-chatbot.ipynb,922,274
/openvinotoolkit/openvino_notebooks/wiki/Windows,833,403
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks/llm-chatbot,743,224
/openvinotoolkit/openvino_notebooks/tree/main/notebooks/254-llm-chatbot,704,180
/openvinotoolkit/openvino_notebooks/tree/main/notebooks,666,186
/openvinotoolkit/openvino_notebooks/blob/latest/notebooks/llm-rag-langchain/llm-rag-langchain.ipynb,659,166
/openvinotoolkit/openvino_notebooks/tree/recipes/recipes,565,157
/openvinotoolkit/openvino_notebooks/pulls,547,33
