url_path,views_total,views_unique
/openvinotoolkit/openvino_notebooks,3227,1530
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks,2727,637
/openvinotoolkit/openvino_notebooks/blob/latest/notebooks/llm-chatbot/llm-chatbot.ipynb,1028,297
/openvinotoolkit/openvino_notebooks/wiki/Windows,992,453
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks/llm-chatbot,735,199
/openvinotoolkit/openvino_notebooks/tree/main/notebooks,720,198
/openvinotoolkit/openvino_notebooks/tree/main/notebooks/254-llm-chatbot,640,185
/openvinotoolkit/openvino_notebooks/tree/recipes/recipes,608,176
/openvinotoolkit/openvino_notebooks/blob/latest/notebooks/llm-rag-langchain/llm-rag-langchain.ipynb,600,154
/openvinotoolkit/openvino_notebooks/blob/latest/notebooks/llm-agent-langchain/llm-agent-langchain.ipynb,415,136
