url_path,views_total,views_unique
/openvinotoolkit/openvino_notebooks,2494,1214
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks,2457,532
/openvinotoolkit/openvino_notebooks/blob/latest/notebooks/llm-chatbot/llm-chatbot.ipynb,1238,351
/openvinotoolkit/openvino_notebooks/wiki/Windows,830,374
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks/llm-chatbot,804,217
/openvinotoolkit/openvino_notebooks/tree/recipes/recipes,508,170
/openvinotoolkit/openvino_notebooks/blob/latest/notebooks/llm-rag-langchain/llm-rag-langchain.ipynb,501,139
/openvinotoolkit/openvino_notebooks/blob/latest/README.md,446,153
/openvinotoolkit/openvino_notebooks/tree/recipes/recipes/defect_detection_anomalib,426,148
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks/llm-rag-langchain,378,113
