url_path,views_total,views_unique
/openvinotoolkit/openvino_notebooks,1148,707
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks,608,334
/openvinotoolkit/openvino_notebooks/wiki/Windows,436,221
/openvinotoolkit/openvino_notebooks/blob/latest/README.md,303,201
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks/llm-chatbot,216,156
/openvinotoolkit/openvino_notebooks/wiki/Ubuntu,198,106
/openvinotoolkit/openvino_notebooks/tree/latest,191,137
/openvinotoolkit/openvino_notebooks/pulls,187,34
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks/vision-monodepth,170,134
/openvinotoolkit/openvino_notebooks/blob/latest/notebooks/llm-lora/llm-lora.ipynb,162,118
