time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-09-02 00:00:00+00:00,475,20,5175,1621
2024-09-03 00:00:00+00:00,662,32,5942,1746
2024-09-04 00:00:00+00:00,241,22,5049,1447
2024-09-05 00:00:00+00:00,365,20,4783,1437
2024-09-06 00:00:00+00:00,159,27,3884,1226
2024-09-07 00:00:00+00:00,36,13,2414,972
2024-09-08 00:00:00+00:00,37,13,2558,1094
2024-09-09 00:00:00+00:00,234,29,4559,1327
2024-09-10 00:00:00+00:00,367,25,5787,1449
2024-09-11 00:00:00+00:00,320,25,4977,1413
2024-09-12 00:00:00+00:00,345,24,5577,1356
2024-09-13 00:00:00+00:00,234,26,4983,1265
2024-09-14 00:00:00+00:00,54,22,1696,346
2024-09-15 00:00:00+00:00,33,11,848,221
