url_path,views_total,views_unique
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks/freevc-voice-conversion,3184,1470
/openvinotoolkit/openvino_notebooks,3147,1507
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks,2546,574
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks/llm-chatbot,1837,764
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks/riffusion-text-to-music,1704,801
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks/distil-whisper-asr,1334,637
/openvinotoolkit/openvino_notebooks/blob/latest/notebooks/llm-chatbot/llm-chatbot.ipynb,1286,393
/openvinotoolkit/openvino_notebooks/wiki/Windows,877,452
/openvinotoolkit/openvino_notebooks/tree/recipes/recipes,619,224
/openvinotoolkit/openvino_notebooks/blob/latest/notebooks/llm-rag-langchain/llm-rag-langchain.ipynb,542,156
