time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-05-01 00:00:00+00:00,510,61,2795,398
2024-05-02 00:00:00+00:00,289,65,3384,486
2024-05-03 00:00:00+00:00,212,71,3042,443
2024-05-04 00:00:00+00:00,105,32,1779,230
2024-05-05 00:00:00+00:00,68,37,1083,237
2024-05-06 00:00:00+00:00,139,66,3570,609
2024-05-07 00:00:00+00:00,209,70,4171,637
2024-05-08 00:00:00+00:00,420,82,4213,589
2024-05-09 00:00:00+00:00,310,110,4469,605
2024-05-10 00:00:00+00:00,179,74,3375,527
2024-05-11 00:00:00+00:00,75,35,2061,295
2024-05-12 00:00:00+00:00,62,35,1850,248
2024-05-13 00:00:00+00:00,177,62,4190,598
2024-05-14 00:00:00+00:00,310,71,3862,552
