time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-10 00:00:00+00:00,174,57,494,249
2026-06-11 00:00:00+00:00,217,58,555,230
2026-06-12 00:00:00+00:00,430,98,1352,261
2026-06-13 00:00:00+00:00,144,53,427,199
2026-06-14 00:00:00+00:00,140,59,370,163
2026-06-15 00:00:00+00:00,935,46,1803,288
2026-06-16 00:00:00+00:00,244,48,483,231
2026-06-17 00:00:00+00:00,121,46,687,260
2026-06-18 00:00:00+00:00,117,50,634,247
2026-06-19 00:00:00+00:00,841,138,1655,244
2026-06-20 00:00:00+00:00,78,36,395,150
2026-06-21 00:00:00+00:00,57,29,2654,131
2026-06-22 00:00:00+00:00,458,74,840,253
2026-06-23 00:00:00+00:00,379,68,790,261
