url_path,views_total,views_unique
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks/efficient-sam,3045,2819
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks/latent-consistency-models-image-generation,2774,2648
/openvinotoolkit/openvino_notebooks,2398,1148
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks,1012,500
/openvinotoolkit/openvino_notebooks/wiki/Windows,983,424
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks/deepseek-r1,623,387
/openvinotoolkit/openvino_notebooks/blob/latest/notebooks/stable-video-diffusion/stable-video-diffusion.ipynb,479,399
/openvinotoolkit/openvino_notebooks/pulls,434,30
/openvinotoolkit/openvino_notebooks/blob/latest/README.md,414,259
/openvinotoolkit/openvino_notebooks/blob/latest/notebooks/deepseek-r1/deepseek-r1.ipynb,382,197
