referrer,views_total,views_unique
Google,2253,1130
docs.openvino.ai,1480,427
github.com,990,233
notebooks.githubusercontent.com,512,196
intel.com,283,139
medium.com,260,113
Bing,260,78
isus.jp,78,22
docs.ultralytics.com,58,19
cn.bing.com,52,19
