url_path,views_total,views_unique
/openvinotoolkit/openvino_notebooks/tree/main/notebooks/274-efficient-sam,8008,3947
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks/efficient-sam,7313,3476
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks/latent-consistency-models-image-generation,3592,1805
/openvinotoolkit/openvino_notebooks,2326,1239
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks,2261,536
/openvinotoolkit/openvino_notebooks/blob/latest/notebooks/llm-chatbot/llm-chatbot.ipynb,953,310
/openvinotoolkit/openvino_notebooks/tree/main/notebooks/263-latent-consistency-models-image-generation,849,421
/openvinotoolkit/openvino_notebooks/blob/latest/README.md,829,265
/openvinotoolkit/openvino_notebooks/wiki/Windows,637,363
/openvinotoolkit/openvino_notebooks/pulls,614,33
