url_path,views_total,views_unique
/openvinotoolkit/openvino_notebooks,2478,1225
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks,2393,533
/openvinotoolkit/openvino_notebooks/blob/latest/notebooks/llm-chatbot/llm-chatbot.ipynb,1223,340
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks/llm-chatbot,929,258
/openvinotoolkit/openvino_notebooks/wiki/Windows,837,377
/openvinotoolkit/openvino_notebooks/tree/recipes/recipes,505,166
/openvinotoolkit/openvino_notebooks/tree/recipes/recipes/defect_detection_anomalib,492,176
/openvinotoolkit/openvino_notebooks/blob/latest/notebooks/llm-rag-langchain/llm-rag-langchain.ipynb,466,134
/openvinotoolkit/openvino_notebooks/blob/latest/README.md,425,145
/openvinotoolkit/openvino_notebooks/pulls,377,35
