url_path,views_total,views_unique
/openvinotoolkit/openvino_notebooks/tree/main/notebooks/274-efficient-sam,17960,8930
/openvinotoolkit/openvino_notebooks/tree/main/notebooks/263-latent-consistency-models-image-generation,8515,4331
/openvinotoolkit/openvino_notebooks,2536,1269
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks,2393,520
/openvinotoolkit/openvino_notebooks/blob/latest/notebooks/llm-chatbot/llm-chatbot.ipynb,942,290
/openvinotoolkit/openvino_notebooks/wiki/Windows,735,372
/openvinotoolkit/openvino_notebooks/blob/latest/README.md,723,228
/openvinotoolkit/openvino_notebooks/blob/latest/notebooks/stable-video-diffusion/stable-video-diffusion.ipynb,626,271
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks/llm-chatbot,474,155
/openvinotoolkit/openvino_notebooks/pulls,460,28
