time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-07-06 00:00:00+00:00,51,19,1309,232
2024-07-07 00:00:00+00:00,37,11,1400,227
2024-07-08 00:00:00+00:00,96,22,3397,603
2024-07-09 00:00:00+00:00,205,24,3457,557
2024-07-10 00:00:00+00:00,490,25,3885,663
2024-07-11 00:00:00+00:00,261,26,4030,581
2024-07-12 00:00:00+00:00,178,26,2752,481
2024-07-13 00:00:00+00:00,29,8,948,228
2024-07-14 00:00:00+00:00,57,15,1110,245
2024-07-15 00:00:00+00:00,324,30,3764,585
2024-07-16 00:00:00+00:00,317,27,3782,545
2024-07-17 00:00:00+00:00,466,29,4430,708
2024-07-18 00:00:00+00:00,133,18,3186,565
2024-07-19 00:00:00+00:00,118,23,2877,513
