time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-11-27 00:00:00+00:00,535,20,1906,641
2024-11-28 00:00:00+00:00,157,26,1520,583
2024-11-29 00:00:00+00:00,409,26,1461,558
2024-11-30 00:00:00+00:00,32,9,604,306
2024-12-01 00:00:00+00:00,27,7,765,411
2024-12-02 00:00:00+00:00,83,16,1850,637
2024-12-03 00:00:00+00:00,63,12,1665,668
2024-12-04 00:00:00+00:00,209,18,1970,695
2024-12-05 00:00:00+00:00,224,29,2177,774
2024-12-06 00:00:00+00:00,140,24,1811,606
2024-12-07 00:00:00+00:00,32,12,798,385
2024-12-08 00:00:00+00:00,39,13,695,323
2024-12-09 00:00:00+00:00,115,14,1927,644
2024-12-10 00:00:00+00:00,85,14,2207,661
