time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-06-28 00:00:00+00:00,151,27,4633,1160
2024-06-29 00:00:00+00:00,47,16,2665,882
2024-06-30 00:00:00+00:00,43,15,1909,242
2024-07-01 00:00:00+00:00,262,37,4608,626
2024-07-02 00:00:00+00:00,279,29,4441,658
2024-07-03 00:00:00+00:00,521,30,4537,654
2024-07-04 00:00:00+00:00,272,28,3788,548
2024-07-05 00:00:00+00:00,251,25,3649,552
2024-07-06 00:00:00+00:00,51,19,1309,232
2024-07-07 00:00:00+00:00,37,11,1400,227
2024-07-08 00:00:00+00:00,96,22,3397,603
2024-07-09 00:00:00+00:00,205,24,3457,557
2024-07-10 00:00:00+00:00,490,25,3885,663
2024-07-11 00:00:00+00:00,261,26,3984,570
