url_path,views_total,views_unique
/openvinotoolkit/openvino_notebooks,1953,1009
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks,707,386
/openvinotoolkit/openvino_notebooks/blob/latest/notebooks/stable-video-diffusion/stable-video-diffusion.ipynb,611,471
/openvinotoolkit/openvino_notebooks/wiki/Windows,558,296
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks/efficient-sam,513,481
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks/latent-consistency-models-image-generation,456,422
/openvinotoolkit/openvino_notebooks/blob/latest/README.md,323,228
/openvinotoolkit/openvino_notebooks/pulls,278,32
/openvinotoolkit/openvino_notebooks/tree/latest,264,181
/openvinotoolkit/openvino_notebooks/wiki/Ubuntu,221,147
