referrer,views_total,views_unique
Google,4379,691
docs.openvino.ai,3567,618
github.com,3211,443
intel.com,2489,364
notebooks.githubusercontent.com,1813,280
medium.com,912,156
Bing,549,107
linkedin.com,505,114
youtube.com,389,93
colab.research.google.com,338,65
