url_path,views_total,views_unique
/openvinotoolkit/openvino_notebooks,2820,1236
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks,2427,567
/openvinotoolkit/openvino_notebooks/blob/latest/notebooks/llm-chatbot/llm-chatbot.ipynb,1123,351
/openvinotoolkit/openvino_notebooks/wiki/Windows,784,364
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks/llm-chatbot,739,202
/openvinotoolkit/openvino_notebooks/blob/latest/README.md,562,186
/openvinotoolkit/openvino_notebooks/blob/latest/notebooks/llm-rag-langchain/llm-rag-langchain.ipynb,520,123
/openvinotoolkit/openvino_notebooks/tree/main/notebooks,461,105
/openvinotoolkit/openvino_notebooks/pulls,448,22
/openvinotoolkit/openvino_notebooks/blob/latest/notebooks/stable-video-diffusion/stable-video-diffusion.ipynb,407,151
