referrer,views_total,views_unique
Google,2054,727
docs.openvino.ai,1206,399
github.com,926,259
notebooks.githubusercontent.com,618,197
statics.teams.cdn.office.net,268,88
Bing,240,68
intel.com,229,94
medium.com,170,74
acgmultimedia.com,123,7
chatgpt.com,120,48
