url_path,views_total,views_unique
/openvinotoolkit/openvino_notebooks,797,530
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks,364,204
/openvinotoolkit/openvino_notebooks/blob/latest/notebooks/gemma4/gemma4.ipynb,277,156
/openvinotoolkit/openvino_notebooks/wiki/Windows,245,133
/openvinotoolkit/openvino_notebooks/blob/latest/README.md,165,119
/openvinotoolkit/openvino_notebooks/tree/latest,124,90
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks/vision-monodepth,121,95
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks/llm-chatbot,111,89
/openvinotoolkit/openvino_notebooks/blob/latest/notebooks/llm-chatbot/llm-chatbot-generate-api.ipynb,106,82
/openvinotoolkit/openvino_notebooks/wiki/Ubuntu,104,77
