referrer,views_total,views_unique
Google,1822,684
docs.openvino.ai,1481,397
github.com,1104,306
notebooks.githubusercontent.com,565,186
Bing,277,66
intel.com,261,102
statics.teams.cdn.office.net,240,82
medium.com,158,58
docs.ultralytics.com,123,26
chatgpt.com,109,46
