referrer,views_total,views_unique
docs.openvino.ai,1064,334
Google,962,394
github.com,493,170
notebooks.githubusercontent.com,434,111
intel.com,147,60
medium.com,112,48
Bing,97,43
colab.research.google.com,87,37
docs.ultralytics.com,79,18
chatgpt.com,66,27
