time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-04-19 00:00:00+00:00,40,22,2616,1453
2025-04-20 00:00:00+00:00,37,21,2074,1459
2025-04-21 00:00:00+00:00,51,31,3211,1597
2025-04-22 00:00:00+00:00,151,29,5711,1746
2025-04-23 00:00:00+00:00,431,50,3587,1713
2025-04-24 00:00:00+00:00,237,40,3286,1466
2025-04-25 00:00:00+00:00,95,47,2704,1341
2025-04-26 00:00:00+00:00,31,17,2486,1245
2025-04-27 00:00:00+00:00,65,19,2045,1295
2025-04-28 00:00:00+00:00,100,35,3021,1423
2025-04-29 00:00:00+00:00,233,40,3180,1534
2025-04-30 00:00:00+00:00,332,58,3375,1385
2025-05-01 00:00:00+00:00,46,27,2334,1297
2025-05-02 00:00:00+00:00,272,39,2868,1108
