time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-01-21 00:00:00+00:00,85,20,1147,164
2024-01-22 00:00:00+00:00,388,38,3522,433
2024-01-23 00:00:00+00:00,702,43,3713,446
2024-01-24 00:00:00+00:00,593,47,4095,473
2024-01-25 00:00:00+00:00,412,50,3749,490
2024-01-26 00:00:00+00:00,212,38,2817,387
2024-01-27 00:00:00+00:00,30,14,1217,184
2024-01-28 00:00:00+00:00,48,16,761,150
2024-01-29 00:00:00+00:00,514,49,3460,441
2024-01-30 00:00:00+00:00,217,50,3828,453
2024-01-31 00:00:00+00:00,311,47,5004,741
2024-02-01 00:00:00+00:00,259,58,4160,587
2024-02-02 00:00:00+00:00,291,78,3402,579
2024-02-03 00:00:00+00:00,53,19,1404,241
