referrer,views_total,views_unique
Google,4781,874
docs.openvino.ai,3316,574
github.com,2803,398
intel.com,1636,375
notebooks.githubusercontent.com,1348,228
medium.com,1226,190
Bing,755,136
colab.research.google.com,230,49
youtube.com,216,39
docs.ultralytics.com,211,49
