url_path,views_total,views_unique
/openvinotoolkit/openvino_notebooks,2177,996
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks,833,393
/openvinotoolkit/openvino_notebooks/wiki/Windows,796,330
/openvinotoolkit/openvino_notebooks/blob/latest/notebooks/stable-video-diffusion/stable-video-diffusion.ipynb,577,437
/openvinotoolkit/openvino_notebooks/pulls,519,28
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks/latent-consistency-models-image-generation,455,416
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks/efficient-sam,406,382
/openvinotoolkit/openvino_notebooks/blob/latest/README.md,352,213
/openvinotoolkit/openvino_notebooks/wiki/Ubuntu,261,139
/openvinotoolkit/openvino_notebooks/tree/latest,260,187
