url_path,views_total,views_unique
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks/efficient-sam,3352,3094
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks/latent-consistency-models-image-generation,2296,2068
/openvinotoolkit/openvino_notebooks,2121,1052
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks,1034,519
/openvinotoolkit/openvino_notebooks/tree/main/notebooks/263-latent-consistency-models-image-generation,709,441
/openvinotoolkit/openvino_notebooks/wiki/Windows,629,316
/openvinotoolkit/openvino_notebooks/pulls,459,22
/openvinotoolkit/openvino_notebooks/blob/latest/README.md,445,282
/openvinotoolkit/openvino_notebooks/tree/latest,333,230
/openvinotoolkit/openvino_notebooks/blob/latest/notebooks/stable-video-diffusion/stable-video-diffusion.ipynb,308,271
