url_path,views_total,views_unique
/openvinotoolkit/openvino_notebooks,814,561
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks,351,200
/openvinotoolkit/openvino_notebooks/wiki/Windows,255,163
/openvinotoolkit/openvino_notebooks/blob/latest/notebooks/gemma4/gemma4.ipynb,244,132
/openvinotoolkit/openvino_notebooks/pulls,231,23
/openvinotoolkit/openvino_notebooks/blob/latest/README.md,221,154
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks/vision-monodepth,136,107
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks/gemma4,132,78
/openvinotoolkit/openvino_notebooks/tree/latest,124,98
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks/llm-chatbot,119,100
