referrer,views_total,views_unique
Google,4868,1091
docs.openvino.ai,4762,661
github.com,3857,391
notebooks.githubusercontent.com,1647,265
intel.com,1301,299
Bing,813,136
medium.com,783,156
docs.ultralytics.com,355,53
linkedin.com,253,53
isus.jp,180,19
