time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-03-20 00:00:00+00:00,290,64,5229,1196
2024-03-21 00:00:00+00:00,299,61,4746,1091
2024-03-22 00:00:00+00:00,182,52,4124,1143
2024-03-23 00:00:00+00:00,75,30,2992,924
2024-03-24 00:00:00+00:00,193,24,3029,988
2024-03-25 00:00:00+00:00,454,65,4996,1158
2024-03-26 00:00:00+00:00,591,72,5754,1217
2024-03-27 00:00:00+00:00,313,88,5444,1286
2024-03-28 00:00:00+00:00,454,80,5413,1174
2024-03-29 00:00:00+00:00,283,88,4872,1125
2024-03-30 00:00:00+00:00,89,56,2300,729
2024-03-31 00:00:00+00:00,108,48,1519,350
2024-04-01 00:00:00+00:00,304,81,4467,532
2024-04-02 00:00:00+00:00,297,83,4794,574
