time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-01-14 00:00:00+00:00,261,25,1098,411
2026-01-15 00:00:00+00:00,120,28,907,342
2026-01-16 00:00:00+00:00,228,49,996,389
2026-01-17 00:00:00+00:00,40,19,569,233
2026-01-18 00:00:00+00:00,38,19,992,232
2026-01-19 00:00:00+00:00,113,38,891,369
2026-01-20 00:00:00+00:00,77,22,1154,409
2026-01-21 00:00:00+00:00,96,25,1140,362
2026-01-22 00:00:00+00:00,123,20,1359,453
2026-01-23 00:00:00+00:00,210,42,1145,383
2026-01-24 00:00:00+00:00,42,17,524,197
2026-01-25 00:00:00+00:00,38,25,1017,192
2026-01-26 00:00:00+00:00,101,32,937,368
2026-01-27 00:00:00+00:00,325,37,918,333
