referrer,views_total,views_unique
Google,4501,1029
docs.openvino.ai,4462,629
github.com,3354,433
intel.com,1670,425
notebooks.githubusercontent.com,1566,248
Bing,981,142
medium.com,763,159
youtube.com,317,37
docs.ultralytics.com,265,39
wiki.ith.intel.com,230,7
